event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
CEN47763,19/12/20,2020,1,Political violence,Battles,Armed clash,CPC: Coalition of Patriots for Change,"Anti-Balaka; RRR: Return, Reclamation and Rehabilitation; MPC: Patriotic Movement for Central African Republic",3,Military Forces of the Central African Republic (2016-),Military Forces of the Central African Republic (2016-) Gendarmerie,1,13,,140,Middle Africa,Central African Republic,Nana-Mambere,Baboua,Fo,Gallo,5.8,15.1702,1,Corbeau News,National,"On 19 December 2020, about 10 rebel fighters of the CPC coalition, including Anti Balaka, 3R and MPC, attacked the town of Gallo (Baboua, Nana-Mambere), located 55 kilometers from Bouar on the Beloko axis, leaving a water and forest auxiliary dead, and two gendarmes wounded.",1,,1622068037
CEN47764,19/12/20,2020,2,Political violence,Battles,Non-state actor overtakes territory,CPC: Coalition of Patriots for Change,,3,Military Forces of the Central African Republic (2016-),,1,13,,140,Middle Africa,Central African Republic,Ouaka,Grimari,Grimari,Grimari,5.7397,20.058,1,BBC News,International,"Around 19 December 2020 (weekend of), CPC rebels took over the town of Grimari (Grimari, Ouaka), following fighting with state forces. No fatalities and/or injuries reported.",0,,1622068037
CEN47762,19/12/20,2020,2,Political violence,Battles,Armed clash,CPC: Coalition of Patriots for Change,"Anti-Balaka; RRR: Return, Reclamation and Rehabilitation; MPC: Patriotic Movement for Central African Republic",3,Military Forces of the Central African Republic (2016-),MINUSCA: United Nations Multidimensional Integrated Stabilization Mission in the Central African Republic (2014-); Military Forces of France (2017-); Military Forces of the Central African Republic (2016-) Presidential Security Unit,1,13,,140,Middle Africa,Central African Republic,Ombella-M'Poko,Bossembele,Bossembele,Bossembele,5.2662,17.6466,1,aBangui,National,"Around 19 December 2020 (as reported), the rebel coalition (CPC) and government forces clashed in Bossembele (Bossembele, Ombella M'Poko). Reinforcement arrived on both sides, the presidential guards and the FACA soldiers called on the air and land resources of Minusca as well as the French forces stationed in Boali, and on the rebel coalition side, reinforcements came from Bossangoa and Yaloke. No report on casualties.",0,,1622068037
CEN47766,19/12/20,2020,1,Political violence,Battles,Armed clash,CPC: Coalition of Patriots for Change,"Anti-Balaka; RRR: Return, Reclamation and Rehabilitation; MPC: Patriotic Movement for Central African Republic",3,Military Forces of the Central African Republic (2016-),Wagner Group,1,13,,140,Middle Africa,Central African Republic,Lobaye,Mbaiki,Mbaiki,Mbaiki,3.8739,17.9922,1,Corbeau News,National,"On 19 December 2020, heavy clashes took place between the rebel forces of the CPC coalition, including Anti Balaka, 3R and MPC, and military forces, supported by Wagner private security forces, in the town of Mbaiki (Mbaiki, Lobaye prefecture). The rebels reportedly took over the town and looted the prefect's residence. The local gendarmerie and police commissioner deserted the town. Several civilians were reportedly killed (coded as 3).",3,,1633455252
CEN47755,18/12/20,2020,1,Political violence,Battles,Armed clash,Military Forces of the Central African Republic (2016-),,1,CPC: Coalition of Patriots for Change,,3,13,,140,Middle Africa,Central African Republic,Ombella-M'Poko,Boali,Boali,Boali,4.8773,18.0017,1,Reseau des Journalistes pour les Droits de l'Homme; BBC News,National-International,"On 18 December 2020, clashes between military forces and the CPC rebels in Boali (Boali, Ombella M'Poko), left several civilians killed. The victims reportedly carried hunting weapons and consider themselves hunters or cultivators and are therefore often confused with armed group members. Unknown fatalities coded as 3.",3,,1622068037
CEN47757,18/12/20,2020,1,Political violence,Battles,Armed clash,Anti-Balaka,"RRR: Return, Reclamation and Rehabilitation",3,Military Forces of the Central African Republic (2016-),MINUSCA: United Nations Multidimensional Integrated Stabilization Mission in the Central African Republic (2014-); Military Forces of the Central African Republic (2016-) Presidential Security Unit,1,13,,140,Middle Africa,Central African Republic,Ombella-M'Poko,Bossembele,Bossembele,Bossembele,5.2662,17.6466,1,Reseau des Journalistes pour les Droits de l'Homme; Corbeau News,National,"On 18 December 2020, armed rebels, including Anti-Balaka and 3R, clashed with military forces, including the presidential guard, and MINUSCA deployed forces in Bossembele (Bossembele, Ombella M'Poko) early in the morning. Several people are said to have died, including FACA elements and armed groups. Unknown fatalities coded as 3.",3,,1622068037
MLI4657,18/12/20,2020,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Islamic State (West Africa) - Greater Sahara Faction,,2,22,,466,Western Africa,Mali,Tombouctou,Gourma-Rharous,Gossi,NDaki,15.3584,-0.9241,1,Whatsapp,New media,"On 18 December 2020, JNIM and ISGS militants reportedly clashed in NDaki (Gourma-Rharous, Tombouctou). JNIM allegedly routed ISGS as per local sources. Casualties unknown.",0,,1622068037
CEN47760,18/12/20,2020,1,Political violence,Battles,Non-state actor overtakes territory,Anti-Balaka,"RRR: Return, Reclamation and Rehabilitation; MPC: Patriotic Movement for Central African Republic",3,Military Forces of the Central African Republic (2016-),Military Forces of the Central African Republic (2016-) Gendarmerie,1,13,,140,Middle Africa,Central African Republic,Ombella-M'Poko,Yaloke,Yaloke,Yaloke,5.3204,17.0924,1,Corbeau News,National,"On 18 December 2020, coalition rebel forces, including anti Balaka, 3R and MPC fighters, clashed with military forces in the city of Yaloke (Yaloke, Ombella M'Poko), leaving 4 government forces dead, including 2 gendarmes and 2 soldiers. The rebel fighters looted the city while the government forces retreated.",4,,1622068037
CEN47753,17/12/20,2020,1,Political violence,Battles,Armed clash,Military Forces of the Central African Republic (2016-),MINUSCA: United Nations Multidimensional Integrated Stabilization Mission in the Central African Republic (2014-); Military Forces of the Central African Republic (2016-) Presidential Security Unit,1,Unidentified Armed Group (Central African Republic),,3,13,,140,Middle Africa,Central African Republic,Ombella-M'Poko,Bossembele,Bossembele,Bossembele,5.2662,17.6466,2,Corbeau News,National,"On 17 December 2020, military soldiers and the presidential guards attacked rebel positions 3 kilometers from Bossembele (Bossembele, Ombella M'Poko) on the Bossangoa axis. A MINUSCA fighter plane was also flying over the area to inform the police. No report on fatalities.",0,,1622068037
SSD7423,16/12/20,2020,2,Political violence,Battles,Armed clash,Military Forces of South Sudan (2011-),Police Forces of South Sudan (2011-) National Security Service; Maban Ethnic Militia (South Sudan),1,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,Maban Ethnic Militia (South Sudan),2,12,,728,Eastern Africa,South Sudan,Upper Nile,Maban,Banashowa,Liang,9.8831,33.6302,2,UNSC,Other,"Around 16 December 2020 (week of), clashes continued in the Liang area (Maban county, Upper Nile state) between SSPDF, NSS, and Mabanese who clashed with SPLM-IO forces alongside Mabanese militias from the Beneshowa area of the county. It is not clear how many clashes occurred, and there is no information regarding casualties or fatalities.",0,,1615246425
CEN47751,16/12/20,2020,1,Political violence,Battles,Armed clash,"RRR: Return, Reclamation and Rehabilitation",Anti-Balaka,3,Military Forces of the Central African Republic (2016-),Military Forces of the Central African Republic (2016-) Gendarmerie; Police Forces of the Central African Republic (2016-),1,13,,140,Middle Africa,Central African Republic,Ombella-M'Poko,Yaloke,Yaloke,Yaloke,5.3204,17.0924,2,Reseau des Journalistes pour les Droits de l'Homme; Corbeau News,National,"On 16 December 2020, clashes between defense forces and elements of 3R and the Anti-Balaka in Zawa, a locality located 20 kilometers from Yaloke (Yaloke, Ombella M'Poko), left 3 security forces dead, including a policeman, a gendarme and a soldier, one missing and several injured. A conflicting account reported four fatalities.",3,,1622068037
CEN47750,16/12/20,2020,1,Political violence,Battles,Armed clash,Unidentified Armed Group (Central African Republic),,3,Military Forces of the Central African Republic (2016-),,1,13,,140,Middle Africa,Central African Republic,Ouham,Bossangoa,Ben Zambe,Gaga,6.8056,17.6519,2,Radio Ndeke Luka,National,"On 16 December 2020, military forces clashed with an unidentified armed group, killing 3 military forces, near a mining site in the locality of Gaga (Bossangoa, Ouham).",3,,1622068037
MLI4648,16/12/20,2020,1,Political violence,Battles,Armed clash,GATIA: Imghad Tuareg and Allies Self-Defense Group,CMA: Coordination of Movements of the Azawad,3,GATIA: Imghad Tuareg and Allies Self-Defense Group,Platform of June 14th 2014 movements,3,33,,466,Western Africa,Mali,Kidal,Tessalit,Adjelhoc,Aguelhok,19.4695,0.856,1,Twitter; Whatsapp; Azawad News,New media,"On 16 December 2020, militiamen from GATIA (pro-CMA) and GATIA (Plateforme) clashed in Aguelhok (Tessalit, Kidal). At least one person was wounded, two vehicles seized, and one burned.",0,,1622068037
MLI4649,16/12/20,2020,1,Political violence,Battles,Armed clash,Unidentified Armed Group (Mali),,3,Police Forces of Mali (2020-2021) Gendarmerie,Police Forces of Mali (2020-2021),1,13,,466,Western Africa,Mali,Mopti,Mopti,Fatoma,Fatoma,14.614,-4.06,2,Reelle Afrique; Twitter,New media,"On 16 December 2020, an unidentified armed group, presumedly Katiba Macina (JNIM) or ISGS militants, opened fire against a security checkpoint in Thy, near Fatoma (Mopti, Mopti). No casualties were reported. One account said that a guard was abducted and motorbikes belong to gendarmerie and police forces were seized.",0,,1626735454
SSD7269,16/12/20,2020,2,Political violence,Battles,Armed clash,UNMISS: United Nations Mission in the Republic of South Sudan (2011-),Police Forces of South Sudan (2011-),8,Unidentified Armed Group (South Sudan),,3,38,,728,Eastern Africa,South Sudan,Unity,Leer,Leer,Leer,8.3064,30.1412,1,UNMISS,National,"Around 16 December 2020 (week of), UNMISS clashed with six gunmen who were attempting to loot an NGO compound in Leer town (Unity state). Police subsequently engaged the gunmen, and advanced alongside UNMISS forces (who appear to have provided police with transportation in an UNMISS APC) to pursue the gunmen. During the pursuit, UNMISS and police engaged a second armed group, whom they recovered 12 cows from. No injuries or fatalities occurred.",0,,1632782398
SSD7270,16/12/20,2020,1,Political violence,Battles,Armed clash,Unidentified Armed Group (South Sudan),,3,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,,2,23,,728,Eastern Africa,South Sudan,Western Equatoria,Mvolo,Lessi,Lesi,5.8821,30.3014,2,Radio Tamazuj; Nyamilepedia,National,"On 16 December 2020, 'unknown gunmen' attacked SPLM IO forces at Doboroboro cantonment site (likely to be in Lessi payam) in Mvolo county (Western Equatoria state) [coded to Lesi]. The IO said they killed at least 2 of the attackers, and sustained 2 injuries (one serious).",2,,1649110873
SSD7272,16/12/20,2020,2,Political violence,Battles,Armed clash,Rek Clan Militia (South Sudan),Dinka Ethnic Militia (South Sudan),4,Rek Clan Militia (South Sudan),Dinka Ethnic Militia (South Sudan),4,44,,728,Eastern Africa,South Sudan,Warrap,Tonj North,Warrap,Warrap Town,8.0886,28.6364,2,Radio Tamazuj; VOA,National-International,"Around 16 December 2020 (week of), clashes were reported among Rek Dinka sections from the areas of Noi and Kirik at an unspecified location(s) described as being a few kilometers from Warrap Town in Tonj North county (Warrap state). 7 were killed and at least 2 wounded. The attack is said to be related to a cattle raid.",7,,1649110873
CEN47746,15/12/20,2020,1,Political violence,Battles,Armed clash,Anti-Balaka,"RRR: Return, Reclamation and Rehabilitation; MPC: Patriotic Movement for Central African Republic",3,Military Forces of the Central African Republic (2016-),,1,13,,140,Middle Africa,Central African Republic,Ombella-M'Poko,Yaloke,Yaloke,Yaloke,5.3204,17.0924,1,aBangui; Xinhua,National-International,"On 15 December 2020, anti-Balaka fighters attacked the city of Yaloke (Yaloke, Ombella M'Poko) and killed at least 2 government forces during the attack. The attack was attributed to the anti-Balaka, 3R and MPC rebel fighters.",2,,1622068037
SSD7421,15/12/20,2020,1,Political violence,Battles,Armed clash,Atuot Ethnic Militia (South Sudan),Pastoralists (South Sudan),4,Moru Ethnic Militia (South Sudan),,4,44,,728,Eastern Africa,South Sudan,Western Equatoria,Mvolo,Bahr El Grindi,Or,6.2223,30.1418,2,UNSC,Other,"On 15 December 2020, Atuot pastoralists clashed with Moru at an unspecified location in Mvolo county (Western Equatoria state), presumed to be in the north-east of the county [coded to Or]. The clash is said to be related to a dispute over grazing land. There is no information regarding fatalities or casualties.",0,,1635196410
SSD7268,15/12/20,2020,1,Political violence,Battles,Armed clash,Nyatura Militia (Kamuviringo),,4,Nyatura Militia (Kamuviringo),,4,44,,728,Eastern Africa,South Sudan,Eastern Equatoria,Torit,Hiyala,Tirangore,4.4801,32.816,1,Radio Tamazuj,National,"On 15 December 2020, Lotuko (Otuho) youths clashed in Tirangore in Torit county (Eastern Equatoria state), after a man from the Haforiere area was shot and wounded earlier that day (note that the chief of the Hiyala community disputes this account, and says fighting broke out after Haforiere youths raided livestock). One youth from the Hiyala community was killed during the fighting. The clashes are related to increasing fighting between youth from Haforiere and Hiyala.",1,,1691444787
CEN47932,14/12/20,2020,1,Political violence,Battles,Armed clash,Anti-Balaka,,3,Anti-Balaka,,3,33,,140,Middle Africa,Central African Republic,Haute-Kotto,Bria,Daho-Mboutou,Irabanda,5.9488,22.07,2,Undisclosed Source,Local partner-Other,"On 14 December 2020, an anti-balaka commander known as Bokassa killed his bodyguard 29 km from Irabanda (Bria, Haute-Kotto).",1,,1622068038
SSD7265,13/12/20,2020,1,Political violence,Battles,Armed clash,Military Forces of South Sudan (2011-) Military Intelligence Service,,1,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,,2,12,,728,Eastern Africa,South Sudan,Upper Nile,Maban,Banashowa,Liang,9.8831,33.6302,2,Nyamilepedia; Radio Tamazuj; Eye Radio (South Sudan); Sudans Post,National,"On 13 December 2020, SPLM-IO forces alleged that they were attacked by SSPDF at Dinji training center near Liang in Maban county (Upper Nile state) [coded to Liang], and captured 15 soldiers. The army has denied involvement, and claimed Mabanese youths had clashed with the IO. Conflicting accounts suggest two people were killed and six wounded, with the army acknowledging that one of the deceased was with SSPDF Military Intelligence captain (coded as actor1) who had died later of his wounds. The army offered the explanation that the captain had attempted to mediate.",2,,1650317298
